Tanggal Masuk,No Inventaris,Penyusun,Judul Buku,Penerbit,Kota Terbit,Tahun Terbit,Call Number Klasifikasi,Call Number Penyusun,Call Number Klasifikasi Judul,Asal,Eks,Status
05-06-2023,1376-1377/SMPN3 KDR/2023,MASROKHAH ,MENGAIS REZEKI DARI LAMTORO,AZKA PRESS,JAKARTA,2006,640,MAS,MEN,DAK203,2,BAIK
05-06-2023,1378-1379/SMPN3 KDR/2023,SUPARMAN AMA .PD,SISTEM PENJERNIHAN AIR TRADISONAL,AZKA PRESS,JAKARTA,2006,628.1,SUP,SIS,DAK203,2,BAIK
05-06-2023,1380-1381/SMPN3 KDR/2023,MARTHA DANI HESTIANAWATI ,"BEKAL SEKOLAH FAVORIT ANAK SEHAT,LEZAT DAN MUDAH",ANDI,YOGYAKARTA,2013,641.5,MAR,BEK,DAK203,2,BAIK
05-06-2023,1382-1383/SMPN3 KDR/2023,S.ALI YASIR ,BISMILLAH BETERNAK LEBAH,INTERMASA,JAKARTA,2006,638.1,ALI,BIS,DAK203,2,BAIK
05-06-2023,1386-1387/SMPN3 KDR/2023,YENI INDRIANTI ,BERKREASI DENGAN LILIN WARNA,CITRA CIPTA PURWOSARI ,JAKARTA,2006,665.1,YEN,BER,DAK203,2,BAIK
05-06-2023,1390-1391/SMPN3 KDR/2023,H.M SUKAWATI ABU BAKAR ,KESEHATAN REPRODUKSI DAN KELUARGA BERENCANA,RAJA  GRAFINDO PERSADA,DEPOK,2014,614,SUK,KES,DAK203,2,BAIK
05-06-2023,1392-1393/SMPN3 KDR/2023,PROF.DR UMAR FAHMI ACHMADI ,KESEHATAN MASYARAKAT TEORI DAN APLIKASI,RAJA  GRAFINDO PERSADA,JAKARTA,2014,614,UMA,KES,DAK203,2,BAIK
05-06-2023,1398-1399/SMPN3 KDR/2023,ANG SONHAJI ,MENGAISREZEKI DARI BARANG RONGSOKAN,INTIMEDIA CIPTANUSANTARA,JAKARTA,2015,650.1,ANG,MEN,DAK203,2,BAIK
05-06-2023,1400-1401/SMPN3 KDR/2023,ANNA SELBY,MAKANAN BERKHASIAT 25 MAKANAN BERGIZI SUPER UNTUK KESEHATAN,ERLANGGA,,2004,641,ANN,MAK,DAK203,2,BAIK
05-06-2023,1402-1403/SMPN3 KDR/2023,KARDONO,BUDIDAYA DAN MANFAAT KECUBUNG JENGGER AYAM DAN KANA,ARMANDELTA SELARAS,JAKARTA,2010,633,KAR,BUD,DAK203,2,BAIK
05-06-2023,1404-1405/SMPN3 KDR/2023,"DRS.MIF BAIHAQI,MSI",MEMAHAMI DAN MEMBANTU ANAK ADHD,REFIKA ADITAMA,BANDUNG,2010,616.08,BAI,MEM,DAK203,2,BAIK
05-06-2023,1406-1407/SMPN3 KDR/2023,SIRIN FAUSIAH ,MENGENAL PENCEMARAN LINGKNGAN DAN UPAYA PENANGGULANGAN,INTIMEDIA CIPTANUSANTARA,JAKARTA,2013,628.5,SIR,MEN,DAK203,2,BAIK
05-06-2023,1408-1410/SMPN3 KDR/2023,DANI HAMDANI,ADA APA DALAM TUBUH KITA,PANCA ANUGRAH SAKTI,TANGERANG,2008,612,DAN,ADA,DAK203,3,BAIK
05-06-2023,1411-1412/SMPN3 KDR/2023,DRS.BOENTARTO,KIAT SUKSES JUAL BELI MOBIL,PUSPA TERAMPIL ,JAKARTA,2010,650.1,BOE,KIA,DAK203,2,BAIK
05-06-2023,1413-1414/SMPN3 KDR/2023,M.GHUFRAN H.KORDI K ,PENANGGULANGAN HAMA DAN PENYAKIT IKAN KAKAP,PERCA,JAKARTA,2004,639.32,GHU,PEN,DAK203,2,BAIK
05-06-2023,1415-1416/SMPN3 KDR/2023,LENITA ,MEMELIHARA KESEHATAN GIGI MULUT,INDRADJAYA JAKARTA,JAKARTA,2001,617.601,LEN,MEM,DAK203,2,BAIK
05-06-2023,1417-1418/SMPN3 KDR/2023,DIDIK DJUNAEDI,"BERAT,WAKTU DAN PENGUKURAN",GADING INTI PRIMA,JAKARTA,2010,510,DIK,BER,DAK203,2,BAIK
05-06-2023,1419-1420/SMPN3 KDR/2023,TITA ,PANDUAN PRAKTIS BERBUSANA,PERCA,JAKARTA,2010,646,TIT,PAN ,DAK203,2,BAIK
05-06-2023,1421-1422/SMPN3 KDR/2023,SARIE,BUDI DAYA IKAN LELE,KARYA MANDIRI NUANTARA ,JAKARTA,2007,639.31,SAR,BUD,DAK203,2,BAIK
05-06-2023,1423-1424/SMPN3 KDR/2023,SUPARMAN ,KIAT MENCEGAH PENURUNAN PRODUKSI TELUR,AZKA PRESS,BEKASI,2006,637.5,SUP,KIAT,DAK203,2,BAIK
06-06-2023,1427-1428/SMPN3 KDR/2023,SITI NURHASANAH SE,MAHIR AKUNTANSI DENGAN CARA SEDERHANA,ERA PUSTAKA UTAMA,SURAKARTA,2008,657,SIT,MAH,DAK203,2,BAIK
06-06-2023,1429-1430/SMPN3 KDR/2023,KURNIASIH ,BEGINI CARA MENGAWETKAN MAKANAN,KARYA KITA ,BANDUNG,2007,641.4,KUR,BEG,DAK203,2,BAIK
06-06-2023,1435-1436/SMPN3 KDR/2023,EDI WARSIDI,BAGAIMANA MENGOLAH DAN MENGAWETKAN IKAN,MITRA UTAMA ,BEKASI,2008,641.3,EDI,BAG,DAK203,2,BAIK
06-06-2023,1437-1438/SMPN3 KDR/2023,WAYAN WINDIA,TRASFORMASI SISTEM IRIGASI SUBAK YANG BERLANDASKAN TRI HITA KARANA,PUSTAKA BALI POST,DENPASAR,2006,630,WIN,TRA,DAK203,2,BAIK
06-06-2023,1439-1441/SMPN3 KDR/2023,TITIN KURAESIN,DOKTER DI RUMAH ANDA,NUANSA CITRA GRAFIKA ,BANDUNG,2007,613.5,TIT,DOK,DAK203,3,BAIK
06-06-2023,1442-1443/SMPN3 KDR/2023,KURNIASIH ,WASPADAI BAHAN KIMIA DI RUMAH KITA,VISINDO MEDIA PERSADA,JAKARTA,2006,661,KUR,WAS,DAK203,2,BAIK
06-06-2023,1444-1445/SMPN3 KDR/2023,RUKMAMAN ,PENANGKARAN CUCAK HIJAU,MITRA UTAMA ,BEKASI,2009,636.6,RUK,PEN,DAK203,2,BAIK
06-06-2023,1446-1447/SMPN3 KDR/2023,SUTRISNO,BUDI DAYA LELE DUMBO,AZKA PRESS,BANDUNG,2006,639.31,SUT,BUD,DAK203,2,BAIK
06-06-2023,1448-1449/SMPN3 KDR/2023,SLAMET SOESENO ,BETERNAK IKAN LELE,INTERMASA,JAKARTA,1985,639.31,SLA,BET,DAK203,2,BAIK
06-06-2023,1450-1451/SMPN3 KDR/2023,"SUPARMAN,AMA PD",TEKNIK MENCANGKOK YANG MUDAH,AZKA PRESS,JAKARTA,2006,631.54,SUP,TEK,DAK203,2,BAIK
06-06-2023,1452-1453/SMPN3 KDR/2023,SUPARMAN,BETERNAK AYAM JAWA SUPER,GANECA EXACT,DEMAK,2006,636.5,SUP,BET,DAK203,2,BAIK
06-06-2023,1454-1455/SMPN3 KDR/2023,NAVO KIFAUT,SANG KESATRIA,GANECA EXACT,JAKARTA,2009,600,NAV,SAN,DAK203,2,BAIK
06-06-2023,1456-1457/SMPN3 KDR/2023,FITRYAN G.DENNIS,BEKERJA SEBAGAI SUTRADARA,ESENSI ERLANGGA GROUP,JAKARTA,2008,600,FIT,BEK,DAK203,2,BAIK
06-06-2023,1458-1459/SMPN3 KDR/2023,IR.SAMPAGUITA SYAFREZANI,MANFAAT TUMBUHAN BUNGA PENGHIAS PEKARANGAN,TITIAN ILMU,BANDUNG,2009,630,SAM,MAN,DAK203,2,BAIK
06-06-2023,1460-1461/SMPN3 KDR/2023,ADRIAN R NUGRAHA,EXERCISE FOR YOUR HEALTH,MULTI TRUST CREATIVE,BANDUNG,2008,614,ADR,EXE,DAK203,2,BAIK
06-06-2023,1462-1464/SMPN3 KDR/2023,TANTI SETIAWATI,SERI KESEHATAN MENGENAL TEH DAN KHASIATNYA,KARYA MANDIRI PRATAMA,JAKARTA,2007,641.2,TAN,SER,DAK203,3,BAIK
06-06-2023,1465-1466/SMPN3 KDR/2023,KUNCORO DM,MENGENAL TUMBUHAN-TUMBUHAN BERKHASIAT OBAT,AMALIA ,JAKARTA,2012,615,KUN,MEN,DAK203,2,BAIK
06-06-2023,1467-1470/SMPN3 KDR/2023,H.HEPPY TRENGGONO ,9 PERTANYAAN FUNDAMENTAL,ESENSI ERLANGGA GROUP,,2014,600,HEP,PER,DAK203,4,BAIK
07-06-2023,1471-1474/SMPN3 KDR/2023,DENDI S.A.R ,PEMBUATAN MINYAK KELAPA,AZKA PRESS,BANDUNG,1992,641.6,DEN,PEM,DAK203,4,BAIK
07-06-2023,1475-1476/SMPN3 KDR/2023,ERMA YULIHASTINI,BEKERJA SEBAGAI PERAWAT,ESENSI ERLANGGA GROUP,,2009,610.7,ERM,BEK,DAK203,2,BAIK
07-06-2023,1477-1478/SMPN3 KDR/2023,ERMA YULIHASTINI,BEKERJA SEBAGAI BIDAN,ESENSI ERLANGGA GROUP,,2008,618.2,ERM,BEK,DAK203,2,BAIK
07-06-2023,1479-1480/SMPN3 KDR/2023,SITI ROCHANI,BUDI DAYA TANAMAN ANGGREK,AZKA PRESS,JAKARTA,2006,630.7,SIT,BUD,DAK203,2,BAIK
07-06-2023,1481-1482/SMPN3 KDR/2023,AYU HAPSARI ,KIAT MEMILIH DAN MEMELIHARA IGUANA,BINAMUDA ,,2008,639.3,HAP,KIA,DAK203,2,BAIK
07-06-2023,1483-1486/SMPN3 KDR/2023,AMIN KUNEIFI ELFACHMI ,PENGANTAR PENDIDIKAN,ERLANGGA,,2016,500,KUN ,PEN ,DAK203,4,BAIK
07-06-2023,1487-1488/SMPN3 KDR/2023,ASYARI ,MERAWAT KUCING KESAYANGAN,GANECA EXACT,JAKARTA,2008,636.8,ASY,MER,DAK203,2,BAIK
07-06-2023,1489-1490/SMPN3 KDR/2023,SUNARI ,TEKNIK PENGELASAN LOGAM,GANECA EXACT,JAKARTA,2007,620.16,SUN,TEK,DAK203,2,BAIK
07-06-2023,1491-1494/SMPN3 KDR/2023,ARIS SETYAWAN ,BELAJAR DENGAN OTAK KANAN,ESENSI ERLANGGA GROUP,,2015,600,ARI,BEL,DAK203,4,BAIK
07-06-2023,1503-1504/SMPN3 KDR/2023,DADAN AHMAD S ,MENGENAL MAKANAN SEHAT,KARYA MANDIRI PRATAMA,JAKARTA,2008,641.3,DAD,MEN ,DAK203,2,BAIK
07-06-2023,1505-1506/SMPN3 KDR/2023,SARDHI DURYATMO ,ANEKA RAMUAN BERKHASIAT DARI TEMU-TEMUAN,PUSPASWARA,JAKARTA,2010,641.2,SAR,ANE,DAK203,2,BAIK
07-06-2023,1507-1509/SMPN3 KDR/2023,DYAH NOVIETA HANDAYANI ,BEKERJA SEBAGAI TNI AD,ESENSI ERLANGGA GROUP,JAKARTA,2008,600,DYA,BEK,DAK203,3,BAIK
07-06-2023,1510-1511/SMPN3 KDR/2023,DIDIK DJUNAEDI,MENGENAL BILANGAN DAN MENUMAKAN POLA,GADING INTI PRIMA,JAKARTA,2010,510,DID,MEN,DAK203,2,BAIK
07-06-2023,1514-1515/SMPN3 KDR/2023,NURULI KHOTIMAH ,BUDI DAYA TANAMAN PANGAN,KARYA MANDIRI NUSANTARA,JAKARTA,2007,633.1,NUR,BUD,DAK203,2,BAIK
07-06-2023,1516-1517/SMPN3 KDR/2023,ANDINI IASHA AMALA ,MENGENAL TEKNOLOGI ROKET,IASHA JAYA,,2012,621.43,AND,MEN ,DAK203,2,BAIK
07-06-2023,1524-1525/SMPN3 KDR/2023,"SUTEDJO, S.PD",BUDI DAYA JAMBU AIR KAGET DELIMA,AZKA PRESS,JAKARTA,2006,634.4,SUT,BUD,DAK203,2,BAIK
07-06-2023,1526-1527/SMPN3 KDR/2023,RICHARD PLATT,SERI IDE CEMERLANG LISTRIK,GRAFINDO MEDIA PRATAMA,BANDUNG,2003,621.381,RIC,SER,DAK203,2,BAIK
07-06-2023,1528-1530/SMPN3 KDR/2023,DIAN NOVITASARI ,MENGENAL PENYAKIT KULIT DAN CARA PENCEGAHANNYA,ALBAMA,,2007,616.9,DIA,MEN,DAK203,2,BAIK
07-06-2023,1531-1532/SMPN3 KDR/2023,PROF DR AHMAD MUBARAK M.A,BUKU SERI AKHLAK MULIA HIDUP BERHIAS ILMU,IMTIMA ,,2008,570,MUB,BUK,DAK203,2,BAIK
07-06-2023,1533-1534/SMPN3 KDR/2023,IR.BUDI SAMADI ,SUKSES BUDIDAYA VANILI,ANGKASA BANDUNG,BANDUNG,2010,631,BUD,SUK,DAK203,2,BAIK
07-06-2023,1535-1539/SMPN3 KDR/2023,ALANNA FARDIANI ,AYO MENGUKUR VOLUME,GRAHA ILMU MULIA ,SURABAYA,2009,516.23,ALA,AYO,DAK203,5,BAIK
08-06-2023,1540-1541/SMPN3 KDR/2023,KARDONO ,"BUDIDAYA DAN MANFAAT TAPAK DARA,SEMBUNG NYAWA,CABE LIDAH BUAYA",BINA SUMBER DAYA MIPA,JAKARTA,2015,633,KAR,BUD,DAK203,2,BAIK
08-06-2023,1542-1543/SMPN3 KDR/2023,SOEDJONO BSC ,PERKAKAS DAN BAHAN TEKNIK OTOMOTIF,ANGKASA BANDUNG,BANDUNG,2009,620.8,SOE,PER,DAK203,2,BAIK
08-06-2023,1544/SMPN3 KDR/2023,MORASELA WATTIMENA ,MENGAPA AKU HARUS GOSOK GIGI,PUSPA SWARA,,2011,617.6,MOR,MEN,DAK203,1,BAIK
08-06-2023,1546-1548/SMPN3 KDR/2023,RASJOYO,MENGENAL BATIK TRADISIONAL,AZKA PRESS,JAKARTA,2008,686,RAS,MEN ,DAK203,3,BAIK
08-06-2023,1549-1550/SMPN3 KDR/2023,POPPY H.LOEKITO,SMOCK UNTUK PEMULA,PUSPA SWARA,JAKARTA,2010,646.6,POP,SMO,DAK203,2,BAIK
08-06-2023,1555-1556/SMPN3 KDR/2023,KARDONO,"BUDIDAYA DAN MANFAAT KENCUR BAGI KESEHATAN,MAKANAN,MINUMAN",BINA SUMBER DAYA MIPA,JAKARTA,2015,633,KAR,BUD,DAK203,2,BAIK
08-06-2023,1557-1558/SMPN3 KDR/2023,ANDRIYATIE POERWANINGSIH,AYO MENGENAL PENYAKIT TAK MENULAR,MEDIANTARA ,JAKARTA,2009,616.9,AND,AYO,DAK203,2,BAIK
08-06-2023,1561-1562/SMPN3 KDR/2023,KARDONO,"BUDIDAYA DAN MANFAAT WORTEL,SIRSAK DAN ALPUKAT",ARMANDELTA SELARAS,JAKARTA,2010,633,KAR,BUD,DAK203,2,BAIK
08-06-2023,1563-1564/SMPN3 KDR/2023,YANA SUTISNA S.SI,MENGENAL TUBUH KITA,ANGKASA BANDUNG,BANDUNG,2009,611,YAN,MEN,DAK203,2,BAIK
08-06-2023,1565-1566/SMPN3 KDR/2023,KARDONO,"BUDIDAYA DAN MANFAAT TEMU GIRING,TEMU HITAM,DAN TEMU LAWAK",ARMANDELTA SELARAS,JAKARTA,2010,633,KAR,BUD,DAK203,2,BAIK
08-06-2023,1567-1568/SMPN3 KDR/2023,M.ARIEF,KEHIDUPAN HUTAN BAKAU,REMAJA ROSDAKARYA BANDUNG,BANDUNG,2005,634.97,ARI,KEH,DAK203,2,BAIK
08-06-2023,1569-1570/SMPN3 KDR/2023,MADE ARIPTA WIBAWA,TULASI,EMPAT WARNA KOMUNIKASI,BALI,2006,615.3,ARI,TUL,DAK203,2,BAIK
08-06-2023,1571-1572/SMPN3 KDR/2023,SOEDJONO ,SERI PERTUKANGAN LAS LISTRIK,REMAJA ROSDAKARYA BANDUNG,BANDUNG,1985,621.3,SOE,SER,DAK203,2,BAIK
08-06-2023,1573-1574/SMPN3 KDR/2023,DIAH RAHMATIA,BUNGA-BUNGA YANG INDAH,AZKA PRESS,JAKARTA,2010,635.9,DIA,BUN,DAK203,2,BAIK
08-06-2023,1575-1576/SMPN3 KDR/2023,AGUS ,MERAIH UNTUNG MEMELIHARA IKAN KOI,TITIAN ILMU,BANDUNG,2007,639.31,AGU,MER,DAK203,2,BAIK
08-06-2023,1577-1578/SMPN3 KDR/2023,HERY NURYANTO ,MEMBUAT ANTENA,GANECA EXACT,JAKARTA,2007,621.388,HER,MEM,DAK203,2,BAIK
08-06-2023,1583-1584/SMPN3 KDR/2023,YUDI PURBOWINATO ,MENANAM TANAMAN BUAH DALAM POT,AZKA PRESS,JAKARTA,2006,635.98,YUD,MEN,DAK203,2,BAIK
08-06-2023,1585-1586/SMPN3 KDR/2023,TANTI SETIAWATI,SERI KESEHATAN MENGENAL KOPI DAN KHASIATNYA,KARYA MANDIRI PRATAMA,JAKARTA,2007,630,TAN,SER,DAK203,2,BAIK
08-06-2023,1587/SMPN3 KDR/2023,RIYATI KUMALA,YUK MENGENAL HAMA DAN PENYAKIT TANAMAN PANGAN,PERMATA EQUATOR MEDIA,JAKARTA,2008,635.92,RIY,YUK,DAK203,1,BAIK
08-06-2023,1588/SMPN3 KDR/2023,RIYATI KUMALA,YUK MENGENAL HAMA DAN PENYAKIT TANAMAN SAYURAN,PERMATA EQUATOR MEDIA,JAKARTA,2008,635.92,RIY,YUK,DAK203,1,BAIK
10-06-2023,1589/SMPN3 KDR/2023,RIYATI KUMALA,YUK MENGENAL HAMA DAN PENYAKIT TANAMAN PERKEBUNAN,PERMATA EQUATOR MEDIA,JAKARTA,2008,635.92,RIY,YUK,DAK203,1,BAIK
10-06-2023,1590-1604/SMPN3 KDR/2023,INDONESIA,RAPOR KESEHATANKU BUKU INFORMASI KESEHATAN PESERTA DIDIK,KEMENTRIAN KESEHATAN ,JAKARTA,2015,613.04,IND,RAP,DAK203,15,BAIK
10-06-2023,1605-1606/SMPN3 KDR/2023,MASHUDI ,BERTANAM KACANG TANAH DAN MANFAATNYA,AZKA PRESS,JAKARTA,2007,633.3,MAS,BER,DAK203,2,BAIK
10-06-2023,1607-1608/SMPN3 KDR/2023,DRS VALENTINO BARUS,KEANEKARAGAMAN FAUNA INDONESIA,LESTARI KIRANATAMA,JAKARTA,2010,639.31,VAL,KEA,DAK203,2,BAIK
10-06-2023,1609-1610/SMPN3 KDR/2023,YUNIASARI SHINTA DEWI,BEKERJA SEBAGAI AKUNTAN,ESENSI ERLANGGA GROUP,JAKARTA,2010,650,YUN,BEK,DAK203,2,BAIK
10-06-2023,1624-1625/SMPN3 KDR/2023,BAHRUN SODAKIN ,MEMINDAH KEBUN KE DAPUR,PANCA ANUGRAH SAKTI,TANGERANG,2010,633,BAH,MEM,DAK203,2,BAIK
10-06-2023,1626-1629/SMPN3 KDR/2023,H.D IRIYANTO ,"MENJADI REMAJA HEBAT KUAT KARAKTERKU,DAHSYAT PRESTASIKU",ESENSI ERLANGGA GROUP,,2015,600,IRI,MEN,DAK203,4,BAIK
10-06-2023,1630-1633/SMPN3 KDR/2023,DR.SUMARDI M.SC,RAHASIA MENJADI SISWA UNGGUL,ESENSI ERLANGGA GROUP,JAKARTA,2011,600,SUM,RAH,DAK203,4,BAIK
10-06-2023,1634/SMPN3 KDR/2023,LILLY T ERWIN ,TERAMPIL MEMBUAT AKSESORIS DARI SISIK IKAN,GRAMEDIA PUSTAKA UTAMA,JAKARTA,2010,738.3,LIL,TER,DAK203,1,BAIK
10-06-2023,1635/SMPN3 KDR/2023,JONATHAN MILER,PELATIHAN DAN KEBUGARAN,GAPURA MITRA SEJATI ,,1996,796,JON,PEL,DAK203,1,BAIK
10-06-2023,1636/SMPN3 KDR/2023,NY.WASIA ROESBANI PULUKADANG,KETERAMPILAN MENGHIAS KAIN,ANGKASA BANDUNG,BANDUNG,2007,738.3,WAS,KET,DAK203,1,BAIK
10-06-2023,1639/SMPN3 KDR/2023,R.E RANGKUTI,TEHNIK PRAKTIS MENGIRINGI LAGU DAN MELODI,TITIK TERANG ,JAKARTA,1980,780,RAN,THE,DAK203,1,BAIK
10-06-2023,1640/SMPN3 KDR/2023,TITIN KURAESIN,SULAM PAYET,KARSA MANDIRI PERSADA,BANDUNG,2007,738.3,TIT,SUL,DAK203,1,BAIK
10-06-2023,1641/SMPN3 KDR/2023,WAYAN BUDHA GAUTAMA,PENUNTUN PELAJARAN GENDING BALI,KAYUMAS AGUNG,DENPASAR,2007,781.6,BUD,PEN,DAK203,1,BAIK
11-06-2023,1642/SMPN3 KDR/2023,YUDI IRAWAN,PENGOLAHAN PANDAN MENJADI KERJANINAN TANGAN,KARSA MANDIRI PERSADA,BANDUNG,2009,738.3,YUD,PEN,DAK203,1,BAIK
11-06-2023,1643/SMPN3 KDR/2023,TINA,AKU INGIN MENJADI ARSITEK,GLOBALINDO ,BANDUNG,2006,720,TIN,AKU,DAK203,1,BAIK
11-06-2023,1644/SMPN3 KDR/2023,KHAIRUL HUDA,SANG PEMAHAT,GANECA EXACT,,,730,KHA,SAN,DAK203,1,BAIK
11-06-2023,1645/SMPN3 KDR/2023,TRISANANDA WIDODO,KERAJINAN  ROTAN,PERMATA EQUATOR,JAKARTA,2008,700,TRI,KER,DAK203,1,BAIK
11-06-2023,1646/SMPN3 KDR/2023,KAYUMAS AGUNG,PUPULANING GENDING BALI,KAYUMAS AGUNG,,,781.6,KAY,KAY,DAK203,1,BAIK
11-06-2023,1648/SMPN3 KDR/2023,BAGAS SHINUGI ,PERNAK-PERNIK SEDERHANA,MEDIANTARA,JAKARTA,2009,738.3,BAG,PER,DAK203,1,BAIK
11-06-2023,1650/SMPN3 KDR/2023,VINA DWI LANING,BENANG-BENANG CANTIK,PERMATA EQUATOR MEDIA ,JAKARTA,2008,745.5,VIN,BEN,DAK203,1,BAIK
11-06-2023,1651/SMPN3 KDR/2023,HARI PURWANTO,MUSIC MAGIC WITH SIBELIUS 5,ANDI YOGYAKARTA,YOGYAKARTA,2009,781.5,HAR,MUS,DAK203,1,BAIK
11-06-2023,1653/SMPN3 KDR/2023,RAHMANIA VIOLETA,BIARKAN BUKU BACA,MEDIANTARA SEMESTA,BANDUNG,2008,743,RAH,BIA,DAK203,1,BAIK
11-06-2023,1655/SMPN3 KDR/2023,MATIUS TOMMY,PHOTOSHOP BIKIN FOTO MANIPULATIF NAN KREATIF,ANDI OFFSET,YOGYAKARTA,2014,770.1,MAT,PHO,DAK203,1,BAIK
11-06-2023,1656/SMPN3 KDR/2023,WINARTI,SUVENIR CANTIK,PERMATA EQUATOR MEDIA ,JAKARTA,2008,745.5,WIN,SUV,DAK203,1,BAIK
11-06-2023,1657/SMPN3 KDR/2023,YODI KURNIADI ,ADAT ISTIADAT MASYARAKAT JAWA TIMUR,SARANA PANCA KARYA NUSA,,2009,700,YOD,ADA,DAK203,1,BAIK
11-06-2023,1658/SMPN3 KDR/2023,A. HAPIDDIN,LEBIH CERDAS DENGAN WIKIPEDIA,TIGA SERANGKAI,,2009,703,HAP,LEB,DAK203,1,BAIK
11-06-2023,1660/SMPN3 KDR/2023,KARMILA,BUNGA HIAS KREASIKU,PERMATA EQUATOR MEDIA ,JAKARTA,2008,738.3,KAR,BUN,DAK203,1,BAIK
11-06-2023,1661/SMPN3 KDR/2023,PROF.DR.Y.SUMANDIYO HADI ,SOSIOLOGI TARI,PUSTAKA ,YOGYAKARTA,2005,790,SUM,SOS,DAK203,1,BAIK
11-06-2023,1662/SMPN3 KDR/2023,O.LESMANA ,PENGETAHUAN DASAR SENI TEATER,MITRA AKSARA PANAITAN,,2009,792,LES,PEN,DAK203,1,BAIK
11-06-2023,1663/SMPN3 KDR/2023,A.SAID,AYO MENGGAMBAR,AZKA PRESS,JAKARTA,2006,741,SAI,AYO,DAK203,1,BAIK
11-06-2023,1664/SMPN3 KDR/2023,DRS.SUGIARTO M.M SUGIARTI,LANGKAH MENJADI PEMAIN BASKET HEBAT,MEDIANTARA SEMESTA,,2009,796.32,SUG,LAN,DAK203,1,BAIK
11-06-2023,1665/SMPN3 KDR/2023,"SUTRISNO,S.PD",PEMAIN SEPAK BOLA BERPRESTASI 2,MUSI PERKASA UTAMA ,,2007,796.33,SUT,PEM,DAK203,1,BAIK
11-06-2023,1666/SMPN3 KDR/2023,"SUTRISNO,S.PD",PEMAIN BASKET BERPRESTASI,MUSI PERKASA UTAMA ,,2007,796.32,SUT,PEM,DAK203,1,BAIK
11-06-2023,1667/SMPN3 KDR/2023,ENEN WARDANA,MEMBUAT ANEKA KERAJINAN DARI KAIIN PERCA,PUSPASWARA,JAKARTA,2010,738.3,ENE,MEM,DAK203,1,BAIK
11-06-2023,1668/SMPN3 KDR/2023,BAGAS SHINUGI ,WADAH-WADAH KREATIF,MEDIANTARA SEMESTA,,2009,738.3,BAG,WAD,DAK203,1,BAIK
12-06-2023,1670/SMPN3 KDR/2023,YUKI,AKSESORIS CANTIK DARI MANIK,PUSPA SWARA,JAKARTA,2010,745.5,YUK,AKS,DAK203,1,BAIK
12-06-2023,1671/SMPN3 KDR/2023,BAGAS SHINUGI ,KREASI ANEKA WADAH,MEDIANTARA SEMESTA,JAKARTA,2009,738.3,BAG,KRE,DAK203,1,BAIK
12-06-2023,1672/SMPN3 KDR/2023,NURUL IKHSAN ,MEMBUAT MAINAN DARI LILIN,CITRA PRAYA ,BANDUNG,2006,738.3,NUR,MEM,DAK203,1,BAIK
12-06-2023,1674/SMPN3 KDR/2023,BUDHI SANTOSO ,BEKERJA SEBAGAI FOTOGRAFER,ESENSI ERLANGGA GROUP,,2010,770.2,BUD,BEK,DAK203,1,BAIK
12-06-2023,1676/SMPN3 KDR/2023,"SUTRISNO,S.PD",PEMAIN VOLI BERPRESTASI,MUSI PERKASA UTAMA ,,2007,796.32,SUT,PEM,DAK203,1,BAIK
12-06-2023,1678/SMPN3 KDR/2023,RETNO SULISTYOWATI,BERKREASI DENGAN KULIT JAGUNG,PUSPASWARA,JAKARTA,2010,738.3,RET,BER,DAK203,1,BAIK
12-06-2023,1680/SMPN3 KDR/2023,DRA.YUTI REGAWATI ,PRAKTIS DAN CANTIK MEMBUAT KREASI COKELAT,PUSPASWARA,JAKARTA,2010,738.3,YUT,PRA,DAK203,1,BAIK
12-06-2023,1681/SMPN3 KDR/2023,KIKI DINAR ,PENGEMBALA ITIK,BESTARI KIDS,,2005,700,KIK,PEN,DAK203,1,BAIK
12-06-2023,1682/SMPN3 KDR/2023,TRISANANDA WIDODO,KERAJINAN BERBAHAN LOGAM,PERMATA EQUATOR ,JAKARTA,2008,739.5,TRI,KER,DAK203,1,BAIK
12-06-2023,1684/SMPN3 KDR/2023,ENEN WARDANA,ANEKA KREASI DARI TALI,PUSPASWARA,JAKARTA,2010,738.3,ENE,ANE,DAK203,1,BAIK
12-06-2023,1685/SMPN3 KDR/2023,BAGAS SHINUGI ,KRASI ANEKA KERTAS,MEDIANTARA,JAKARTA,2009,738.3,BAG,KRE,DAK203,1,BAIK
12-06-2023,1686/SMPN3 KDR/2023,INDONESIA,KUMPULAN LAGU WAJIB NASIONAL DAN DAERAH INDONESIA,INDONESIA,,,782,IND,KUM,DAK203,1,BAIK
12-06-2023,1687/SMPN3 KDR/2023,AJAR PERMONO,MEMBUAT SABUN TANGAN CAIR,PUSPASWARA,JAKARTA,2010,745.5,AJA,MEM,DAK203,1,BAIK
12-06-2023,1688/SMPN3 KDR/2023,WENI R ,MENGENAL SENI TARI,MEDIANTARA ,JAKARTA,2009,793.4,WEN,MEN,DAK203,1,BAIK
12-06-2023,1691-1692/SMPN3 KDR/2023,"SUHARNO WIDI NUGROHO,ST",BELAJAR DISAIN GRAFIS,AKU ANAK SALEH,JAKARTA,2006,741.6,SUH,BEL,DAK203,2,BAIK
12-06-2023,1693-1694/SMPN3 KDR/2023,JIM CBM,KEAJAIBAN PIRAMIDA,KARYA KITA,BANDUNG,2007,725.9,JIM,KEA,DAK203,2,BAIK
