Tanggal Masuk,No Inventaris,Penyusun,Judul Buku,Penerbit,Kota Terbit,Tahun Terbit,Call Number Klasifikasi,Call Number Penyusun,Call Number Klasifikasi Judul,Asal,Eks,Status
26-05-2023,1178/SMPN3 KDR/2023,PRISTA RINI,RAHASIA DI BALIK DERING TELEPON,IASHA JAYA,DEPOK,,682,PRI,RAH,DAK203,1,BAIK
26-05-2023,1179/SMPN3 KDR/2023,MARLINA,MENGENAL LEBIH DEKAT TANAMAN MENDONG,KARSA MANDIRI PERSADA,BANDUNG,2007,631.5,MAR,MEN,DAK203,1,BAIK
26-05-2023,1180/SMPN3 KDR/2023,"DR. SUKANTA,DKK",KASUS KASUS MANAGEMENT PERUSAHAAN,BPFE YOGYAKARTA,YOGYAKARTA,1982,658,SUK,KAS,DAK203,1,BAIK
26-05-2023,1181/SMPN3 KDR/2023,EKA PURJIYANTA,MENGENAL KAPAL LAUT,GANECA EXACT,JAKARTA,2007,623.82,EKA,MEN,DAK203,1,BAIK
26-05-2023,1183/SMPN3 KDR/2023,M.JAMILUDDIN RITONGA,RISET KEHUMASAN,GRASINDO,JAKARTA,2004,659.2,JAM ,RIS,DAK203,1,BAIK
26-05-2023,1184/SMPN3 KDR/2023,YUSUF APANDI,AREN/ENAU TANAMAN PEMANIS ALAMI,INTIMEDIA CIPTANUSANTARA,JAKARTA TIMUR,,585,YUS,ARE,DAK203,1,BAIK
27-05-2023,1186/SMPN3 KDR/2023,RIYATI KUMALA,YUK MENGENAL HAMA DAN PENYAKIT TANAMAN BUAH-BUAHAN,PERMATA EQUATOR MEDIA,JAKARTA,2008,635.92,RIY,YUK,DAK203,1,BAIK
27-05-2023,1188/SMPN3 KDR/2023,NUR SIWI ISMAWATI,JAGUNG ENAK DAN BERGIZI BUATANKU,PERMATA EQUATOR MEDIA,JAKARTA,2008,641.7,NUR,JAG,DAK203,1,BAIK
27-05-2023,1189/SMPN3 KDR/2023,KARMILA,MEMBUAT KACANG LEBIH ENAK,PERMATA EQUATOR MEDIA,JAKARTA,2008,641.3,KAR,MEM,DAK203,1,BAIK
27-05-2023,1190/SMPN3 KDR/2023,YUDA HERGANA,MENGENAL PERTOLONGAN PERTAMA PADA KECELAKAAN,INTI MEDIA NUSANTARA,JAKARTA,2010,616.02,YUD,MEN,DAK203,1,BAIK
27-05-2023,1191/SMPN3 KDR/2023,IR DJATMIKO D.HANDOYO,"USAHATANI PADI,IKAN,ITI DI SAWAH",INTIMEDIA CIPTANUSANTARA,JAKARTA TIMUR,,630,DJA,USA,DAK203,1,BAIK
27-05-2023,1192/SMPN3 KDR/2023,RESTU RAMADANI,YUK MEMPERBANYAK TANAMAN,PERMATA EQUATOR MEDIA,JAKARTA,2008,635.98,RES,YUK,DAK203,1,BAIK
27-05-2023,1193/SMPN3 KDR/2023,ROHANA KUSUMAWATI,PERKEMBANGBIAKAN TUMBUHAN DAN HEWAN,PERMATA EQUATOR MEDIA,JAKARTA,2008,550,ROH,PER,DAK203,1,BAIK
27-05-2023,1194/SMPN3 KDR/2023,RYAN YUDITIAN ,"TEKNIK PENYIMPANAN,PENGEMASAN,PENGANGKUTAN SAYUR",PRIBUMI MEKAR,BANDUNG,2007,641.6,RYA,TEK,DAK203,1,BAIK
27-05-2023,1195/SMPN3 KDR/2023,YUDI IRAWAN,MEMANFAATKAN SAMPAH MENJADI KOMPOS,VISINDO MEDIA PERSADA,JAKARTA,2006,628.4,YUD,MEM,DAK203,1,BAIK
27-05-2023,1196/SMPN3 KDR/2023,PUTRI LESTARI,KISAH DADO DAN LEBAH MADU YANG BIJAKSANA,ALBAMA,,2007,638.1,PUT,KIS,DAK203,1,BAIK
27-05-2023,1197/SMPN3 KDR/2023,Y.P SARAGIH,MEMBUAT NATA DE COCO,PUSPA SWARA,JAKARTA,2010,641.2,SAR,MEM,DAK203,1,BAIK
27-05-2023,1199/SMPN3 KDR/2023,DEDEH,BUDIDAYA MELON,NOBEL EDUMEDIA,JAKARTA,2009,633,DED,BUD,DAK203,1,BAIK
27-05-2023,1201/SMPN3 KDR/2023,IBNU AHMAD ISMAIL,YUK MENGENAL PUPUK DAUN,PERMATA EQUATOR MEDIA,JAKARTA,2008,631.8,IBN,YUK,DAK203,1,BAIK
27-05-2023,1202/SMPN3 KDR/2023,HARIYANTO,ASPARAGUS,TIGA SERANGKAI ,SOLO,2008,635,HAR,ASP,DAK203,1,BAIK
27-05-2023,1203/SMPN3 KDR/2023,ENEN WARDANA,MEMBUAT AKSESORI RAMBUT DAN BUSANA,KAWAN PUSTAKA,TANGERANG,2003,646.7,WAR,MEM,DAK203,1,BAIK
27-05-2023,1204/SMPN3 KDR/2023,NURHAYATI SETIAWAN ,DARAH DALAM TUBUH MANUSIA,ACARYA MEDIA UTAMA ,BANDUNG,,612.1,NUR,DAR,DAK203,1,BAIK
27-05-2023,1205/SMPN3 KDR/2023,RESTU RAMADANI ,YUK BERTANAM BUAH DALAM POT,PERMATA EQUATOR MEDIA,JAKARTA,2008,635.98,RES,YUK,DAK203,1,BAIK
27-05-2023,1207/SMPN3 KDR/2023,INDRA GANI ADIWENA,KENALI PARU-PARU ANDA,ALBAMA,,2007,610,IND,KEN,DAK203,1,BAIK
27-05-2023,1208/SMPN3 KDR/2023,WINARTI,LEZATNYA PISANG OLAHANKU,PERMATA EQUATOR MEDIA,JAKARTA,2008,634.7,WIN,LEZ,DAK203,1,BAIK
27-05-2023,1209/SMPN3 KDR/2023,ADRIAN R NUGRAHA,MENYELAMATKAN LINGKUNGAN HIDUP DENGAN PENGOLAHAN SAMPAH,CAHAYA PUSTAKA RAGA,BEKASI,2009,628.4,ADR,MEN,DAK203,1,BAIK
27-05-2023,1210/SMPN3 KDR/2023,EKA PURJIYANTA S.PD,MODEL TEKNOLOGI SEDERHANA,AZKA PRESS,JAKARTA,2006,600,EKA,MOD,DAK203,1,BAIK
27-05-2023,1211/SMPN3 KDR/2023,WINARTI,DAGING LEZAT DAN BERGISI,PERMATA EQUATOR MEDIA,JAKARTA,2008,641.7,WIN,DAG,DAK203,1,BAIK
27-05-2023,1212/SMPN3 KDR/2023,PROF.KOMARUDIN,MENEJEMEN BERDASARKAN SASARAN,BUMI AKSARA,,,658,KOM,MEN,DAK203,1,BAIK
27-05-2023,1214/SMPN3 KDR/2023,"CECEP SUROWANDI,S.PD",BUDIDAYA BURUNG WALET,NTIMEDIA CIPTA NUSANTARA,JAKARTA TIMUR,,636.088,CEC,BUD,DAK203,1,BAIK
27-05-2023,1215/SMPN3 KDR/2023,HARIANA,MENCARI AIR BERSIH,AZKA PRESS,,2006,628.1,HAR,MEN,DAK203,1,BAIK
27-05-2023,1216/SMPN3 KDR/2023,AMALIA NUR MILA,GEMAR BERTANAM DI PEKARANGAN,PANCA ANUGRAH SAKTI,TANGERANG,2010,635,AMA,GEM,DAK203,1,BAIK
27-05-2023,1217/SMPN3 KDR/2023,NOVRIYANTI,BUDIDAYA ANGGREK,KARYA MANDIRI NUSANTARA,JAKARTA,2007,630.7,NOV,BUD,DAK203,1,BAIK
27-05-2023,1218/SMPN3 KDR/2023,IBNU AHMAD ISMAIL,YUK MEMBUAT PUPUK KOMPOS,PERMATA EQUATOR MEDIA,JAKARTA,2008,635.98,IBN,YUK,DAK203,1,BAIK
27-05-2023,1220/SMPN3 KDR/2023,SARTONO,PEMELIHARAAN IKAN DI KOLAM,INTIMEDIA CIPTANUSANTARA,JAKARTA TIMUR,,639.31,SAR,PEM,DAK203,1,BAIK
27-05-2023,1221/SMPN3 KDR/2023,RICHARD PLATT,SERI IDE CEMERLANG SEKITAR KITA LENSA DAN CAHAYA,GRAFINDO MEDIA PRATAMA,PULOGADUNG,2003,535,RIC,SER,DAK203,1,BAIK
27-05-2023,1223/SMPN3 KDR/2023,NUR SIWI ISMAWATI,KEDELAI YANG BERGIZI,PERMATA EQUATOR MEDIA,JAKARTA,2008,641.1,NUR,KED,DAK203,1,BAIK
27-05-2023,1224/SMPN3 KDR/2023,A.DADI PERMANA,TAHU MAKANAN BERGISI TINGGI,KARYA KITA,JAKARTA TIMUR,,641.3,DAD,TAH,DAK203,1,BAIK
27-05-2023,1226/SMPN3 KDR/2023,DADAN AHMAD S,SERI HIDUP SEHAT MENGENAL MAKANAN SEHAT,KARYA MANDIRI PRATAMA,JAKARTA,2006,641,DAD,SER,DAK203,1,BAIK
27-05-2023,1229/SMPN3 KDR/2023,S.ROSITAWATY,SEHAT DENGAN KACANG HIJAU,CITRA PRAYA,BANDUNG,2006,633.3,ROS,SHE,DAK203,1,BAIK
27-05-2023,1230/SMPN3 KDR/2023,SOEDJONO BSC ,REPARASI MOTOR BENSIN DAN DISEL,TITIAN ILMU,BANDUNG,2008,629.28,SOE,REP,DAK203,1,BAIK
27-05-2023,1233/SMPN3 KDR/2023,NASIN IBNU SUWARDI,ALAT PENANGKAP IKAN DARI MASA KE MASA,SALAM PRIMA MEDIA,BANDUNG,2007,639.1,NAS,ALA,DAK203,1,BAIK
27-05-2023,1234/SMPN3 KDR/2023,HM.AGUS IBNU IBAD,PENGOBATAN PERAWATAN KECANTIKAN SECARA TRADISIONAL,HKPN,SALATIGA,1991,641.1,IBN,PEN,DAK203,1,BAIK
27-05-2023,1235/SMPN3 KDR/2023,SUHENDA ADIA,TEKNIK PENGAWETAN DAN PENGOLAHAN IKAN,NUANSA CITRA GRAFIKA,BANDUNG,2007,641.7,SUH ,TEK,DAK203,1,BAIK
27-05-2023,1236/SMPN3 KDR/2023,NUR DYAH FIRMAN,MAHKOTA DEWA DAN MANFAATNYA,GANECA EXACT,JAKARTA,2007,615.3,NUR,MAH,DAK203,1,BAIK
27-05-2023,1238/SMPN3 KDR/2023,WIDI,BELAJAR MEMASAK SIAPA TAKUT,NOBEL EDUMEDIA,JAKARTA,2009,641.5,WID,BEL,DAK203,1,BAIK
27-05-2023,1239/SMPN3 KDR/2023,OMA ZAEDIN,BERCOCOK TANAM POHON BUAH-BUAHAN YANG BAIK DAN BENAR,INTERMASA,,1985,634,OMA,BER,DAK203,1,BAIK
27-05-2023,1240/SMPN3 KDR/2023,KARDONO,MEMBENTUK KARAKTER AKU BANGGA MENJADI ANAK INDONESIA,ARMANDELTA SELARAS,,2007,649.7,KAR,MEM,DAK203,1,BAIK
27-05-2023,1242/SMPN3 KDR/2023,IMAN RAHAYU,CARA MENANGANI AIR KOTOR MENJADI AIR BERSIH,CITRA PRAYA,BANDUNG,2009,627,IMA,CAR,DAK203,1,BAIK
27-05-2023,1244/SMPN3 KDR/2023,WAHYU DANUWIRYA,SERI DAN TEKNOLOGI TUBUH MANUSIA,MEDIA KOMUNIKASI,,2007,611,WAH,SER,DAK203,1,BAIK
27-05-2023,1245/SMPN3 KDR/2023,M.ALGIBRAN ,"SERI IPA DAN TEKNOLOGI,TEKNOLOGI DALAM KEHIDUPAN",MEDIA KOMUNIKASI,,2007,621,ALG,SER,DAK203,1,BAIK
27-05-2023,1246/SMPN3 KDR/2023,DRS.BOENTARTO,KIAT PRAKTIS JUAL BELI SEPEDA MOTOR BARU DAN BEKAS,PUSPA SWARA,JAKARTA,2010,629.22,BOE,KIA,DAK203,1,BAIK
27-05-2023,1247/SMPN3 KDR/2023,WESTRININGSIH ,MEMBUAT TEPUNG ITU MUDAH,PERMATA EQUATOR MEDIA,JAKARTA,2008,664.02,WES,MEM,DAK203,1,BAIK
27-05-2023,1248/SMPN3 KDR/2023,PRAMONO,TEMPE DALAM KEHIDUPAN MASYARAKAT UMUMNYA,INTERMASA,JAKARTA,1985,641.3,PRA,TEM,DAK203,1,BAIK
27-05-2023,1250/SMPN3 KDR/2023,DINA INDRASAFITRI,BEKERJA SEBAGAI PUBLIC RELATIONS,ESENSI ERLANGGA GROUP,JAKARTA,2008,659.2,DIN,BEK,DAK203,1,BAIK
27-05-2023,1253/SMPN3 KDR/2023,R.SOEMITA A.K,AKUNTING BIAYA DAN HARGA POKOK,AKADEMI AKUNTASI BANDUNG,BANDUNG,1982,657.42,SOE,AKU,DAK203,1,BAIK
27-05-2023,1255/SMPN3 KDR/2023,MEILANY,AYO MENGENAL PENYAKIT MENULAR DI SEKITAR KITA,MEDIANTARA,JAKARTA,2009,614.5,MEI,AYO,DAK203,1,BAIK
27-05-2023,1257/SMPN3 KDR/2023,"SIHABUL MILLA, DKK.",SATUAN DAN PENGUKURAN,ARTHA RIVERA,JAKARTA BARAT,,372.7,SIH,SAT,DAK203,1,BAIK
27-05-2023,1258/SMPN3 KDR/2023,LAFRAN HABIBI S.T,PEMBUATAN PUPUK KOMPOS DARI LIMBAH RUMAH TANGGA,TITIAN ILMU,BANDUNG,2008,668.62,LAF,PEM,DAK203,1,BAIK
27-05-2023,1259/SMPN3 KDR/2023,SUHARNO WIDI NUGROHO ST,BERMAIN PENGOLAH KATA,BERINGIN KENCANA JAYA,JAKARTA,2006,652.5,SUH,BER,DAK203,1,BAIK
27-05-2023,1260/SMPN3 KDR/2023,ANDY PRATOMO K,RANGKAIAN ELEKTRONIS PRAKTIS RUMAH DAN KENDARAAN,PUSPA SWARA,JAKARTA,,621.381,AND,RAN,DAK203,1,BAIK
27-05-2023,1261/SMPN3 KDR/2023,I WAYAN GATA,TUNTUNAN INDIK PADEWASAN,PARAMITA SURABAYA,SURABAYA,2008,696,GAT,TUN,DAK203,1,BAIK
27-05-2023,1262/SMPN3 KDR/2023,SANGGAR MANDIRI,RUMAH SEHAT,KARYA MANDIRI,BANDUNG,2007,643.5,SAN,RUM,DAK203,1,BAIK
27-05-2023,1263/SMPN3 KDR/2023,AJAR PERMONO,MEMBUAT SAMPO,PUSPA SWARA,JAKARTA,2010,668.1,PER,MEM,DAK203,1,BAIK
27-05-2023,1264/SMPN3 KDR/2023,"DRA INDRAWATI, DKK.",PEMBUATAN SABUN,ARTHA RIVERA,JAKARTA BARAT,,668.1,IND,PEM,DAK203,1,BAIK
27-05-2023,1265/SMPN3 KDR/2023,NUNIK NURYATI,ENERGI ALTERNATIF DAN PENGGUNAANYA,PERMATA EQUATOR MEDIA,JAKARTA,2008,621,NUN,ENE,DAK203,1,BAIK
27-05-2023,1266/SMPN3 KDR/2023,DRA.HANIFA N,MAKANAN YANG SEHAT,GANECA EXACT,BANDUNG,2006,641.3,HAN,MAK,DAK203,1,TIDAK BAIK 
29-05-2023,1270/SMPN3 KDR/2023,YUNIASARI SHINTA DEWI,BEKERJA SEBAGAI SEKRETARIS,ESENSI ERLANGGA GROUP,JAKARTA,2008,651.3,YUN,BEK,DAK203,1,BAIK
29-05-2023,1271/SMPN3 KDR/2023,I KOMANG GEDE SUDARSANA ,LOMBA KARYA ILMU PENGETAHUAN BAGI REMAJA 1980,BALI PUSTAKA,JAKARTA,1983,632.5,SUD,LOM,DAK203,1,BAIK
29-05-2023,1277/SMPN3 KDR/2023,IMAN RAHAYU,MENANGANI LIMBAH DENGAN KIMIA,CITRA PRAYA,BANDUNG,2007,628.4,IMA,MEN,DAK203,1,BAIK
29-05-2023,1278/SMPN3 KDR/2023,SUWARDONO,OBAT YANG ADA DI SEKITAR KITA,ANGKASA BANDUNG,BANDUNG,2008,615.3,SUW,OBA,DAK203,1,BAIK
29-05-2023,1279/SMPN3 KDR/2023,SITI NURHASANAH SE,SEMUA ORANG BISA SUKSES BERWIRAUSAHA,PUSTAKA UTAMA,SURAKARTA,2008,650.1,SIT,SEM,DAK203,1,BAIK
29-05-2023,1281/SMPN3 KDR/2023,FITRYAN G.DENNIS,BEKERJA SEBAGAI PSIKOLOG,ERLANGGA,,2011,600,FIT,BEK,DAK203,1,BAIK
29-05-2023,1285/SMPN3 KDR/2023,M.ZAKI RAMADHANI,SERI IPA DAN TEKNOLOGI AIR,MEDIA KOMUNIKASI,,2007,628.1,ZAK,SER,DAK203,1,BAIK
29-05-2023,1287/SMPN3 KDR/2023,ANINDITA KHOIRUNISSA ,SUMBER-SUMBER ENERGI,PERMATA EQUATOR MEDIA,JAKARTA,2008,621,ANI ,SUM,DAK203,1,BAIK
29-05-2023,1288/SMPN3 KDR/2023,WALDJINAH,SIFAT BAHAN DAN KEGUNAANYA,PERMATA EQUATOR MEDIA,JAKARTA,2008,640,WAL,SIF,DAK203,1,BAIK
29-05-2023,1289/SMPN3 KDR/2023,ICUK PRAYOGI,YUK BERTANAM TANAMAN OBAT,PERMATA EQUATOR MEDIA,JAKARTA,2008,635.98,ICU,YUK,DAK203,1,BAIK
30-05-2023,1291/SMPN3 KDR/2023,EDI WARSIDI,MENGENAL BAHAYA NARKOBA,GRAFINDO MEDIA PRATAMA,BANDUNG,2006,615.1,EDI,MEN,DAK203,1,BAIK
30-05-2023,1292/SMPN3 KDR/2023,PROF.DR.WAHYUDIN ,99 PERCOBAAN SEHARI-HARI,ARMANDELTA SELARAS,,2009,607,WAH,PER,DAK203,1,BAIK
30-05-2023,1295/SMPN3 KDR/2023,SUSI LAELAWATI,BIOTEKNOLOGI,NOBEL EDUMEDIA,,2008,660.6,SUS,BIO,DAK203,1,BAIK
30-05-2023,1296/SMPN3 KDR/2023,ANTI APRILYANTI SUGANTI ,BEKAL DAN SNACK SEHAT UNTUK ANAK,KANA MEDIA,YOGYAKARTA,2013,641.8,ANT,BEK,DAK203,1,BAIK
30-05-2023,1297/SMPN3 KDR/2023,CHRIS WOODFORD,JEJAK SEJARAH SAINS CAHAYA,PAKAR RAYA,,2006,620,CHI,JEJ,DAK203,1,BAIK
30-05-2023,1298/SMPN3 KDR/2023,SINGGIH SASTRADIHARDJA,MENANAM SAYUR SECARA ORGANIK,AZKA PRESS,JAKARTA,2006,635.98,SIN,MEN,DAK203,1,BAIK
30-05-2023,1299/SMPN3 KDR/2023,SINGGIH SASTRADIHARDJA,BERTANAM TANAMAN BUAH DALAM POT,TITIAN ILMU,BANDUNG,2006,631,SIN,BER,DAK203,1,BAIK
30-05-2023,1300/SMPN3 KDR/2023,S.ROSITAWATY,AKU PANDAI MENANAM BAWANG MERAH,KARYA KITA,,2006,635.2,ROS,AKU,DAK203,1,BAIK
30-05-2023,1301/SMPN3 KDR/2023,NUR KHOIRO UMATIN ,SERAT-SERAT BERMANFAAT,PERMATA EQUATOR MEDIA,JAKARTA,2008,612.3,NUR,SER,DAK203,1,BAIK
30-05-2023,1302/SMPN3 KDR/2023,DRS.HEIDJRACHMAN RANUPANDOJO ,EVALUASI JABATAN,UNIVERSITAS GAJAHMADA ,YOGYAKARTA,1981,658,HEI,EVA,DAK203,1,BAIK
30-05-2023,1303/SMPN3 KDR/2023,T.MUCHTAR NAESIN,KENALILAH TUMBUHAN OBAT,INDRADJAYA JAKARTA,JAKARTA,2012,615,MUC,KEN,DAK203,1,BAIK
30-05-2023,1305/SMPN3 KDR/2023,TIAN,PERENCANAAN USAHA MIE BASAH,TITIAN ILMU,BANDUNG,2009,641.7,TIA,PER,DAK203,1,BAIK
30-05-2023,1306/SMPN3 KDR/2023,DRS.HERMAN DARMAWI ,MANAJEMEN RISIKO,BUMI AKSARA,JAKARTA,1999,658,HER,MAN,DAK203,1,BAIK
30-05-2023,1307/SMPN3 KDR/2023,HANIFA N ,ANEKA MAKANAN DARI TEPUNG KETAN DAN UMBI-UMBIAN,AZKA PRESS,JAKARTA,2006,641.3,HAN,ANE,DAK203,1,BAIK
30-05-2023,1308/SMPN3 KDR/2023,HERI PRATAMA ,TANAMAN OBAT TRADISIONAL,TITIAN ILMU,BANDUNG,2007,615,HER,TAN,DAK203,1,BAIK
30-05-2023,1310/SMPN3 KDR/2023,AMIN SUPRIHATINI,SEGARNYA SUP BUATANKU,PERMATA EQUATOR MEDIA,JAKARTA,2008,641.7,AMI,SEG,DAK203,1,BAIK
30-05-2023,1311/SMPN3 KDR/2023,DRS.AMIN WIDJAJA TUNGGAL,MANAJEMEN MUTU TERPADU,RINEKA CIPTA,JAKARTA,1993,658.32,AMI,MAN,DAK203,1,BAIK
02-06-2023,1312/SMPN3 KDR/2023,AHMAD SAID,MENANAM MENTIMUN SECARA HIDROPONIK,AZKA PRESS,JAKARTA,2007,635.98,AHM,MEN,DAK203,1,BAIK
02-06-2023,1314/SMPN3 KDR/2023,R.NURFADILAH ,MARI BEREKSPERIMEN DENGAN SAINS,MUSI PERKASA UTAMA ,,2007,600,NUR,MAR,DAK203,1,BAIK
02-06-2023,1315/SMPN3 KDR/2023,DIAN MALINI OKTOVINA,20 RAHASIA ALAMI OBAT TRADISIONAL NUSANTARA,NOBEL EDUMEDIA,PULOGADUNG,2008,600,DIAN,RAH,DAK203,1,BAIK
02-06-2023,1316/SMPN3 KDR/2023,JANET BIGHAM BERNSTEL,"GETTING ORGANIZED,PIAWAI DI KANTOR HANDAL DI RUMAH",ANDI YOGYAKARTA,YOGYAKARTA,2001,658,BER,GET,DAK203,1,BAIK
02-06-2023,1317/SMPN3 KDR/2023,"L.COLVIN, E. SPEARE",HUTAN,GADING INTI PRIMA,JAKARTA,2009,634,COL,HUT,DAK203,1,BAIK
02-06-2023,1318/SMPN3 KDR/2023,IR.M HIDAYATUL MUTTAQIEN,PELUANG USAHA BUDI DAYA UDANG GALAH,TITIAN ILMU,BANDUNG,2009,639.31,HID,PEL,DAK203,1,BAIK
02-06-2023,1319/SMPN3 KDR/2023,ENDAR WISMULYANI,LEZATNYA NASI KREASIKU,PERMATA EQUATOR MEDIA,JAKARTA,2008,641.7,END,LEZ,DAK203,1,BAIK
02-06-2023,1320/SMPN3 KDR/2023,WENI RAHAYU ,MENGENAL JENIS DAN BAHAYA NARKOBA,MEDIANTARA,JAKARTA,2009,613.8,WEN,MEN,DAK203,1,BAIK
02-06-2023,1321/SMPN3 KDR/2023,DRS.SRI RAHARDJO,AKUNTASI DASAR UNTUK SMU,KANISIUS,YOGYAKARTA,1994,657,SRI,AKU,DAK203,1,BAIK
02-06-2023,1322/SMPN3 KDR/2023,LESTARI,PERSAHABATAN YANG SEJATI,AZKA PRESS,JAKARTA,2006,613,LES,PER,DAK203,1,BAIK
02-06-2023,1323/SMPN3 KDR/2023,DRA.INDRAWATI,BAHAN-BAHAN UNTUK KOMESTIK,ARTHA RIVERA,JAKARTA BARAT,,647.72,IND,BAH,DAK203,1,BAIK
02-06-2023,1324/SMPN3 KDR/2023,PROF.IR.NG.PUTU SUECA,BEKERJA SEBAGAI ARSITEK,ESENSI ERLANGGA GROUP,JAKARTA,2010,600,SUE,BEK,DAK203,1,BAIK
02-06-2023,1325/SMPN3 KDR/2023,AGE WIDRO,KERIPIK SINGKONG BERGIZI,PANCA ANUGRAH SAKTI,TANGERANG,2010,641.7,WID,KER,DAK203,1,BAIK
02-06-2023,1327/SMPN3 KDR/2023,DIANA HAPSARI,ANEKA OLAHAN UMBI-UMBIAN,SARANA PANCA KARYA NUSA,,2009,641.8,DIA,ANE,DAK203,1,BAIK
02-06-2023,1329/SMPN3 KDR/2023,ABDUL ROZAK ZAIDAN ,GOENAWAN MOHAMAD BERPUISI DENGAN IRONI,BUKUPOP,,2009,648,ABD,GOE,DAK203,1,BAIK
02-06-2023,1330/SMPN3 KDR/2023,ZULKAYARNI LALA KOMALA,"VARIASI RENDANG KALIO,BALADO",GRAMEDIA PUSTAKA UTAMA,JAKARTA,2002,641.5,ZUL,VAR,DAK203,1,BAIK
02-06-2023,1333/SMPN3 KDR/2023,NUR KHOIRO UMATIN ,AYO MEMBUAT MAKANAN YANG AWET DAN LEZAT,PERMATA EQUATOR MEDIA,JAKARTA,2008,641.7,NUR,AYO,DAK203,1,BAIK
02-06-2023,1334/SMPN3 KDR/2023,BAMBANG TRIM ,CARA JODI MENOLAK NARKOBA,AZKA PRESS,,,613,BAM,CAR,DAK203,1,BAIK
02-06-2023,1335/SMPN3 KDR/2023,FRANKLIN WATTS,KAYU DAN LINGKUNGAN,PAKAR RAYA,,2006,640,FRA,KAY,DAK203,1,BAIK
02-06-2023,1337/SMPN3 KDR/2023,ANANG SAEPULOH ,TANAMAN PENYANGGA KEHIDUPAN,HABSA JAYA,,2009,631.4,ANA,TAN,DAK203,1,BAIK
02-06-2023,1338/SMPN3 KDR/2023,AZHARY,BUDIDAYA IKAN GURAME,AZKA PRESS,JAKARTA,2006,636.01,AZH,BUD,DAK203,1,BAIK
02-06-2023,1339/SMPN3 KDR/2023,YULIA NURSETYAWATHIE,PENGAWETAN MAKANAN DIMANISKAN,KARYA KITA,,2006,641.4,YUL,PEN,DAK203,1,BAIK
02-06-2023,1340/SMPN3 KDR/2023,HARMONO ,BUDI DAYA DAN PELUANG BISNIS JAHE,AGROMEDIA PUSTAKA,TANGERANG,2005,633.88,HAR,BUD,DAK203,1,BAIK
03-06-2023,1341/SMPN3 KDR/2023,YAYAT PRIATI,CARA SEDERHANA PEMBUATAN IKAN ASAP,PANCA ANUGRAH SAKTI,SUKABUMI,2007,641.3,YAY,CAR,DAK203,1,BAIK
03-06-2023,1342/SMPN3 KDR/2023,NANCY ANDI YOGYAKARTA,SENI MEMOTIVASI MENGUASAI KEAHLIAN YANG ANDA PERLUKAN,ANDI,YOGYAKARTA,,658.3,NAN,SEN,DAK203,1,BAIK
03-06-2023,1343/SMPN3 KDR/2023,TRISMARDANU,YUK BERTANAM TANAMAN PERKEBUNAN,PERMATA EQUATOR MEDIA,JAKARTA,2008,633,TRI,YUK,DAK203,1,BAIK
03-06-2023,1344/SMPN3 KDR/2023,YOGIE NUGRAHA ASYASETIA ,KESEHATAN MENGENAL APOTEK HIDUP,KARYA MANDIRI PRATAMA,JAKARTA,2007,615.3,YOG,KES,DAK203,1,BAIK
03-06-2023,1345/SMPN3 KDR/2023,DRA.AZIMAR ENONG ,TATA CARA MELAMAR PEKERJAAN,RINEKA CIPTA,JAKARTA,2005,658.31,AZI,TAT,DAK203,1,BAIK
03-06-2023,1349-1351/SMPN3 KDR/2023,EKO PW,CARA MEMBUAT PUPUK HIDROPONIK,DHARMA UTAMA PUBLISHING,JAKARTA,2006,631.58,EKO,CAR,DAK203,3,BAIK
03-06-2023,1354-1355/SMPN3 KDR/2023,EKA PURJIYANTA S.PD,MEMBUAT NERACA,AZKA PRESS,JAKARTA,2006,621.99,EKA,MEM,DAK203,2,BAIK
03-06-2023,1356-1357/SMPN3 KDR/2023,AGE WIDRO,MENYABLON ITU GAMPANG,PANCA ANUGRAH SAKTI,TANGERANG,2007,686,AGE,MEN,DAK203,2,BAIK
03-06-2023,1358-1359/SMPN3 KDR/2023,MUNTAZAR,PENATAAN PEKARANGAN RUMAH,INTIMEDIA CIPTANUSANTARA,JAKARTA TIMUR,,643.5,MUN,PEN,DAK203,2,BAIK
03-06-2023,1360-1361/SMPN3 KDR/2023,YUDI PURBOWINATO ,PENGOLAHAN AIR GAMBUT MENJADI AIR MINUM,AZKA PRESS,PONDOK GEDE,2006,628,YUD,PEN,DAK203,2,BAIK
03-06-2023,1364-1365/SMPN3 KDR/2023,TITIN KURAESIN,MENGENAL LUKA DAN PENANGANANNYA,KARYA KITA,BANDUNG,2007,617.1,TIT,MEN,DAK203,2,BAIK
03-06-2023,1366-1367/SMPN3 KDR/2023,AGE WIDRO,AYO MEMBUAT BANDENG PRESTO,PANCA ANUGRAH SAKTI,TANGERANG,2010,641.7,AGE,AYU,DAK203,2,BAIK
03-06-2023,1368-1369/SMPN3 KDR/2023,ALYA SUKMAPUTRI,TRANSPORTASI,MEDIA KOMUNIKASI,,2007,629.04,ALY,TRA,DAK203,2,BAIK
03-06-2023,1370-1371/SMPN3 KDR/2023,SIDIK PURNOMO ,MESIN LAS LISTRIK OUTPUT AC,VISINDO MEDIA PERSADA,BANDUNG,2007,621.97,SID,MES,DAK203,2,BAIK
05-06-2023,1374-1375/SMPN3 KDR/2023,DANDANG A.DAHLAN,KAYU JATI SI BANGSAWAN DARI TANAH TANDUS,ERA PUSTAKA UTAMA,SOLO,2010,634.97,DAN,KAY,DAK203,2,BAIK
